era-1,103.50992010012598,0.10350992010012598,0.5916618773634621,0.14791546934086552
era-2,96.38105245711124,0.09638105245711123,0.6158636152411585,0.15396590381028963
era-3,96.31078311216335,0.09631078311216335,0.6208204702087368,0.1552051175521842
era-4,96.32135178470472,0.09632135178470472,0.6218940877923237,0.15547352194808092
era-5,96.32469249636281,0.09632469249636282,0.6221304860843909,0.15553262152109773
era-6,96.32546395988243,0.09632546395988242,0.6221835472427929,0.15554588681069823
era-7,96.32562512661184,0.09632562512661184,0.6221963313886664,0.1555490828471666
era-8,96.32565007121318,0.09632565007121317,0.6222002626198733,0.15555006565496832
era-9,96.32564512013269,0.0963256451201327,0.6222022476029644,0.1555505619007411
era-10,96.32563374775542,0.09632563374775542,0.6222038041254698,0.15555095103136746
era-11,96.3256211161672,0.0963256211161672,0.6222052656228508,0.1555513164057127
era-12,96.32560835776393,0.09632560835776392,0.6222067053136884,0.1555516763284221
era-13,96.325595719304,0.096325595719304,0.6222081392630775,0.15555203481576937
era-14,96.32558325302337,0.09632558325302337,0.6222095709875249,0.15555239274688124
era-15,96.32557096846489,0.09632557096846489,0.622211001249475,0.15555275031236876
era-16,96.32555886582023,0.09632555886582023,0.6222124302072809,0.15555310755182022
era-17,96.32554694324821,0.09632554694324821,0.622213857886976,0.155553464471744
era-18,96.32553519848078,0.09632553519848078,0.6222152842857551,0.15555382107143878
era-19,96.32552362917511,0.09632552362917511,0.622216709394664,0.155554177348666
era-20,96.32551223299087,0.09632551223299088,0.6222181332035721,0.15555453330089303
era-21,96.32550100760618,0.09632550100760617,0.6222195557022576,0.1555548889255644
era-22,96.32548995072167,0.09632548995072167,0.6222209768806444,0.1555552442201611
era-23,96.32547906006066,0.09632547906006066,0.6222223967288514,0.15555559918221284
era-24,96.32546833336886,0.09632546833336886,0.6222238152372002,0.15555595380930004
era-25,96.32545776841461,0.09632545776841461,0.6222252323962164,0.1555563080990541
era-26,96.32544736298868,0.09632544736298869,0.6222266481966258,0.15555666204915644
era-27,96.32543711490298,0.09632543711490298,0.6222280626293523,0.15555701565733807
era-28,96.3254270219916,0.0963254270219916,0.622229475685516,0.155557368921379
era-29,96.32541708210933,0.09632541708210933,0.6222308873564298,0.15555772183910746
era-30,96.3254072931329,0.0963254072931329,0.6222322976335967,0.15555807440839917
era-31,96.32539765295898,0.09632539765295899,0.6222337065087072,0.1555584266271768
era-32,96.32538815950505,0.09632538815950506,0.6222351139736385,0.15555877849340963
era-33,96.32537881070922,0.09632537881070923,0.6222365200204487,0.15555913000511218
